,river,season,plot,subplot,width_m,area_sampled_subplot_m2,area_plot_m2,volume_m3,temp_C,pH,conductivity,TDS,salinity,flow_m_sec,depth_m,student_1,student_2,date,code,fish_number,host_common_name,host_species,sex,length_mm,wet_weight_g,dry_weight_g,nematode_sp1,eocolis_sp,clinostomum_marginatum,eustronglyoides_sp,leptorhynchoides_larval,neoechinorhynchus_larval,proteocephalus,bothriocephalus,Spathebothriidea,plagioporus,intestine,strigeoidae_larval,alloglossidium,Isoglaridacris,pilum_adult,Fessesentis_adult,crepidostomum_isostomum,crepidostomum_cooperi,Caecincola,acanthocephalus_sp,neoechinorhynchus_cristatus,triganodistomum,echinorhynchus_adult,camallanus_adult,leptorhynchoids_adult,rhabdochona,p_minimum,jelly_metacercariae,uvulifer_ambloplitis,conective_tissue,Trematode_sp1,Philonema,tapeworm_sp2,pomporhynchus_adult,Spinitectus,Raphidascaris,phyllodistomum,neoechinorhynchus_cylindratus_ad,allocreadium_commune,red_intestinal_nematode,leech
17,Passaic,fall,1,3,9.4,188,712,39.48,7.9,7.59,349,248,177,8.8,0.21,chris_brianik,matt_brianik,10/31/16,P13-BD-4,864,blacknose dace,Rhinichthys atratulus,M,41.12,1.03,0.1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Passaic,fall,1,3,9.4,188,712,39.48,7.9,7.59,349,248,177,8.8,0.21,chris_brianik,matt_brianik,10/31/16,P13-BD-5,865,blacknose dace,Rhinichthys atratulus,M,48.58,1.62,0.2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-BD-1,866,blacknose dace,Rhinichthys atratulus,F,51.2,1.41,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14_bd-2,867,blacknose dace,Rhinichthys atratulus,J,56.51,1.9,0.4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-BD-3,868,blacknose dace,Rhinichthys atratulus,M,51.07,1.64,0.3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-BD-4,869,blacknose dace,Rhinichthys atratulus,F,54.45,2.01,0.3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-Bd-5,870,blacknose dace,Rhinichthys atratulus,F,50.99,1.26,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-BD-6,871,blacknose dace,Rhinichthys atratulus,M,50.53,2.03,0.3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Passaic,fall,1,4,6.6,132,712,21.12,7.8,7.3,352,250,178,5.5,0.16,chris_brianik,matt_brianik,10/31/16,P14-Bd-7,872,blacknose dace,Rhinichthys atratulus,M,53.59,1.92,0.3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Passaic,fall,1,5,7.8,156,712,20.28,7.8,7.47,354,251,179,5.25,0.13,chris_brianik,matt_brianik,10/31/16,P15-BT-1,873,Brown trout,Salmo trutta,J,133.37,25.79,4.3797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Passaic,fall,2,1,13.6,272,1300,133.28,8.4,7.38,664,469,341,7.55,0.49,chris_brianik,matt_brianik,10/31/16,p21-RBH-1,874,Rock bass hybrid,Ambloplites rupestris,F,117.91,25.7,4.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-TD-1,875,tesseleted Darter,Etheostoma olmstedi_,M,55.26,0.91,0.3145,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-TD-2,876,tesseleted Darter,Etheostoma olmstedi_,M,58.87,1.25,0.3221,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-TD-3,877,tesseleted Darter,Etheostoma olmstedi_,M,60.34,1.6,0.3636,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-TD-4,878,tesseleted Darter,Etheostoma olmstedi_,F,48.73,1.25,0.1677,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
32,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-TD-5,879,tesseleted Darter,Etheostoma olmstedi_,M,59.02,2.13,0.4637,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
33,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-sm-1,880,small mouth bass,Micropterus dolomieu,J,56.85,3.53,0.5612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0
34,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-RB-1,881,Red breasted,Lepomis auritus,M,81.88,16.19,3.1111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-PS-1,882,pumpkin seed,Lepomis gibbosus,J,48.99,2.62,0.4514,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-MT-1,883,tadpole madtom,Noturus gyrinus,J,52.33,2.34,0.3421,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Passaic,fall,2,2,13.1,262,1300,193.88,8.6,7.31,659,468,342,7.9,0.74,chris_brianik,matt_brianik,10/31/16,P22-PS-2,884,pumpkin seed,Lepomis gibbosus,F,65.84,7.45,1.5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Passaic,fall,2,3,15,300,1300,93,9.4,7.24,656,467,343,8.65,0.31,chris_brianik,matt_brianik,10/31/16,p23-RB-1,885,Red breasted,Lepomis auritus,M,138.98,69.12,12.6501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Passaic,fall,2,3,15,300,1300,93,9.4,7.24,656,467,343,8.65,0.31,chris_brianik,matt_brianik,10/31/16,p23-RB-2,886,Red breasted,Lepomis auritus,M,77.85,12.78,2.5643,19,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Passaic,fall,2,3,15,300,1300,93,9.4,7.24,656,467,343,8.65,0.31,chris_brianik,matt_brianik,10/31/16,p23-RB-3,887,Red breasted,Lepomis auritus,M,104.25,26.35,5.4514,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Passaic,fall,2,3,15,300,1300,93,9.4,7.24,656,467,343,8.65,0.31,chris_brianik,matt_brianik,10/31/16,p23-RB-4,888,Red breasted,Lepomis auritus,F,101.78,22.59,4.3743,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Passaic,fall,2,3,15,300,1300,93,9.4,7.24,656,467,343,8.65,0.31,chris_brianik,matt_brianik,10/31/16,p23-RB-5,889,Red breasted,Lepomis auritus,F,89.01,20.05,3.8582,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,497,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43,Passaic,fall,2,4,13.8,276,1300,149.04,9.3,7.29,660,465,342,7.2,0.54,chris_brianik,matt_brianik,10/31/16,p24-WS-1,890,white sucker,Catostomus commersonii,F,163.69,57.7,9.5144,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Passaic,fall,2,4,13.8,276,1300,149.04,9.3,7.29,660,465,342,7.2,0.54,chris_brianik,matt_brianik,10/31/16,p24-WS-2,891,white sucker,Catostomus commersonii,F,234.29,170.8,26.8425,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Passaic,fall,2,4,13.8,276,1300,149.04,9.3,7.29,660,465,342,7.2,0.54,chris_brianik,matt_brianik,10/31/16,p24-RB-1,892,Red breasted,Lepomis auritus,F,99.25,20.74,4.0619,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Passaic,fall,2,4,13.8,276,1300,149.04,9.3,7.29,660,465,342,7.2,0.54,chris_brianik,matt_brianik,10/31/16,p25-TD-1,893,tesseleted Darter,Etheostoma olmstedi_,M,59.95,1.51,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,12,0,0,0
47,Passaic,fall,2,5,9.5,190,1300,60.8,10.5,7.22,652,460,341,2.75,0.32,chris_brianik,matt_brianik,10/31/16,p25-TD-2,894,tesseleted Darter,Etheostoma olmstedi_,F,59.02,1.52,0.2806,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
48,Passaic,fall,2,5,9.5,190,1300,60.8,10.5,7.22,652,460,341,2.75,0.32,chris_brianik,matt_brianik,10/31/16,p25-RB-1,895,Red breasted,Lepomis auritus,M,43.93,2.32,0.4292,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,54,0,0,0
49,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-TD-1,896,tesseleted Darter,Etheostoma olmstedi_,M,66.17,2.3,0.4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
50,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,p31-WS-1,897,white sucker,Catostomus commersonii,F,153.5,47.08,8.2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-WS-2,898,white sucker,Catostomus commersonii,J,154.6,70.24,11.6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-BK-1,899,Banded killifish,Fundulus diaphanus,M,58.58,2.23,0.4424,19,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,p31-BK-2,900,Banded killifish,Fundulus diaphanus,F,56.09,2.42,0.4286,6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
54,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-BK-3,901,Banded killifish,Fundulus diaphanus,F,44.93,1.66,0.3482,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-BK-4,902,Banded killifish,Fundulus diaphanus,M,52.33,1.8,0.3413,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
56,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-Bk-5,903,Banded killifish,Fundulus diaphanus,F,70.59,4.64,0.9621,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
57,Passaic,fall,3,1,17.6,352,1968,123.2,10,7.37,786,560,413,5.65,0.35,chris_brianik,matt_brianik,10/31/16,P31-Rb-1,904,Red breasted,Lepomis auritus,F,113.8,29.86,6.1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Passaic,fall,3,2,21.2,424,1968,131.44,9.2,7.64,776,549,407,2.75,0.31,chris_brianik,matt_brianik,10/31/16,P32-TD-1,905,tesseleted Darter,Etheostoma olmstedi_,F,56.92,2.13,0.4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Passaic,fall,3,2,21.2,424,1968,131.44,9.2,7.64,776,549,407,2.75,0.31,chris_brianik,matt_brianik,10/31/16,P32-TD-2,906,tesseleted Darter,Etheostoma olmstedi_,F,49.83,1.3,0.2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Passaic,fall,3,2,21.2,424,1968,131.44,9.2,7.64,776,549,407,2.75,0.31,chris_brianik,matt_brianik,10/31/16,P32-TD-3,907,tesseleted Darter,Etheostoma olmstedi_,M,63.55,2.48,0.4611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
61,Passaic,fall,3,2,21.2,424,1968,131.44,9.2,7.64,776,549,407,2.75,0.31,chris_brianik,matt_brianik,10/31/16,P32-BK-1,908,Banded killifish,Fundulus diaphanus,F,58.36,3.21,0.6777,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
62,Passaic,fall,3,2,21.2,424,1968,131.44,9.2,7.64,776,549,407,2.75,0.31,chris_brianik,matt_brianik,10/31/16,P32-RB-1,909,Red breasted,Lepomis auritus,F,92.09,19.98,4.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Passaic,fall,3,3,17.5,350,1968,126,9.5,7.66,773,549,406,2.05,0.36,chris_brianik,matt_brianik,10/31/16,P33-TD-1,910,tesseleted Darter,Etheostoma olmstedi_,M,59.99,1.56,0.3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Passaic,fall,3,3,17.5,350,1968,126,9.5,7.66,773,549,406,2.05,0.36,chris_brianik,matt_brianik,10/31/16,P33-Bk-1,911,Banded killifish,Fundulus diaphanus,F,71.6,4.98,1.0673,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
65,Passaic,fall,3,3,17.5,350,1968,126,9.5,7.66,773,549,406,2.05,0.36,chris_brianik,matt_brianik,10/31/16,P33-TD-2,912,tesseleted Darter,Etheostoma olmstedi_,M,69.63,3.93,0.6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Passaic,fall,3,3,17.5,350,1968,126,9.5,7.66,773,549,406,2.05,0.36,chris_brianik,matt_brianik,10/31/16,P33-Bk-2,913,Banded killifish,Fundulus diaphanus,F,76.37,5.7,1.1921,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0
67,Passaic,fall,3,3,17.5,350,1968,126,9.5,7.66,773,549,406,2.05,0.36,chris_brianik,matt_brianik,10/31/16,P33-TD-3,914,tesseleted Darter,Etheostoma olmstedi_,M,56.28,2.04,0.366,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
